CCN,Address,State,ZIP,Hospital Type,Ownership,ED Services,Abdominopelvic Accidental Puncture Or Laceration Rate,Death Rate Among Surgical Inpatients With Serious Treatable Complications,Death Rate For Cabg Surgery Patients,Death Rate For Copd Patients,Death Rate For Heart Failure Patients,Death Rate For Pneumonia Patients,Hybrid Hospital Wide All Cause Risk Standardized Mortality Rate,Iatrogenic Pneumothorax Rate,In Hospital Fall Associated Fracture Rate,Mort 30 Ami,Mort 30 Stk,Perioperative Pulmonary Embolism Or Deep Vein Thrombosis Rate,Postoperative Acute Kidney Injury Requiring Dialysis Rate,Postoperative Hemorrhage Or Hematoma Rate,Postoperative Respiratory Failure Rate,Postoperative Sepsis Rate,Postoperative Wound Dehiscence Rate,Pressure Ulcer Rate,Medicare Hospital Spending Per Patient Medicare Spending Per Beneficiary
460010,5121 SOUTH COTTONWOOD STREET,UT,84107,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.63,169.49,2.3,8.6,11.5,16.8,4.0,0.39,0.33,8.6,10.9,2.91,1.79,2.95,10.26,4.04,1.41,0.54,0.95
460061,201 WEST LAYTON PARKWAY,UT,84041,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.87,,,,11.1,13.5,3.9,0.25,0.33,,,3.73,1.69,2.39,9.93,5.52,1.84,0.53,0.92
460062,765 EAST MARKET PLACE DRIVE,UT,84660,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.88,,,,,13.0,4.0,0.25,0.29,,,3.81,1.69,2.41,9.89,6.38,1.87,0.61,0.82
461300,126 SOUTH WHITE SAGE AVENUE,UT,84624,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,3.9,,,,,,,,,,,,
461301,674 SOUTH HIGHWAY 99,UT,84631,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,14.3,4.1,,,,,,,,,,,,
461302,450 WEST WILLIAMS WAY,UT,84532,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,17.4,4.2,,,,,,,,,,,,
460009,50 NORTH MEDICAL DRIVE,UT,84132,Acute Care Hospitals,Government - State,Yes,0.86,164.39,2.3,9.1,9.3,12.8,3.3,0.26,0.24,12.1,13.8,3.89,1.62,1.91,7.55,4.86,2.0,0.49,1.02
461304,48 WEST 1500 NORTH,UT,84648,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,15.1,4.2,,,,,,,,,,,,
464014,1350 EAST 750 NORTH,UT,84097,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
460060,11925 SOUTH STATE STREET,UT,84020,Acute Care Hospitals,Proprietary,Yes,1.11,,,,9.0,13.4,4.0,0.25,0.29,,,3.56,1.67,2.34,11.71,6.16,1.85,0.56,0.94
464013,3802 SOUTH 700 EAST,UT,84106,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
464001,1300 EAST CENTER STREET,UT,84605,Psychiatric,Government - State,Yes,,,,,,,,,,,,,,,,,,,
463301,100 NORTH MARIO CAPECCHI DRIVE,UT,84113,Childrens,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
461335,1109 NORTH 100 WEST,UT,84713,Critical Access Hospitals,Government - Local,Yes,,,,,,12.7,,,,,,,,,,,,,
461333,200 NORTH 400 EAST,UT,84759,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,,,,15.9,4.3,,,,,,,,,,,,
461310,802 SOUTH 200 WEST,UT,84511,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,17.5,4.6,,,,,,,,,,,,
461309,355 NORTH MAIN STREET,UT,84741,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,,,,,3.9,,,,,,,,,,,,
461308,380 WEST 100 NORTH,UT,84535,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,,,,,4.3,,,,,,,,,,,,
461307,454 EAST MEDICAL WAY,UT,84032,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,14.2,3.9,,,,,,,,,,,,
464012,451 EAST BISHOP FEDERAL LANE,UT,84115,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
460058,3741 WEST 12600 SOUTH,UT,84065,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.86,,,,10.8,14.5,4.0,0.25,0.28,,,4.19,1.68,2.38,10.04,5.52,1.83,0.5,0.94
461303,1100 SOUTH MEDICAL DRIVE,UT,84647,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,4.1,,,,,,,,,,,,
460054,2380 NORTH 400 EAST,UT,84341,Acute Care Hospitals,Proprietary,Yes,,,,,,,4.1,0.25,0.29,,,3.71,1.67,2.39,9.62,5.5,,0.62,1.0
460011,300 NORTH HOSPITAL DRIVE,UT,84501,Acute Care Hospitals,Proprietary,Yes,0.83,,,8.6,11.7,20.1,4.7,0.24,0.28,,,3.52,1.67,2.36,9.44,5.33,2.18,1.09,1.06
460057,900 ROUND VALLEY DRIVE,UT,84060,Acute Care Hospitals,Proprietary,Yes,0.86,,,,10.8,16.5,4.1,0.25,0.29,,,3.63,1.68,2.38,9.68,5.4,1.84,0.57,0.85
460014,2055 NORTH MAIN STREET,UT,84074,Acute Care Hospitals,Proprietary,Yes,0.88,,,,11.1,16.1,3.9,0.25,0.29,,,3.79,1.69,2.42,9.19,5.54,,0.57,0.88
460015,1400 NORTH 500 EAST,UT,84341,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.81,,,,11.5,17.0,4.5,0.23,0.27,12.2,,3.16,1.64,2.25,8.1,4.97,1.8,0.83,0.87
460017,950 SOUTH MEDICAL DRIVE,UT,84302,Acute Care Hospitals,Proprietary,Yes,0.87,,,,,16.2,3.9,0.25,0.29,,,3.75,,2.41,,,,0.58,0.98
460019,250 WEST 300 NORTH,UT,84066,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,,,9.2,12.9,16.8,5.0,0.25,0.29,,,3.81,,2.43,,,,0.59,0.82
460021,1380 EAST MEDICAL CENTER DRIVE,UT,84790,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.05,171.97,2.4,9.7,11.0,16.6,3.9,0.22,0.27,9.9,14.7,2.02,1.45,1.64,5.64,7.15,1.88,0.71,0.93
460023,170 NORTH 1100 EAST,UT,84003,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.83,,,,13.0,14.1,3.9,0.24,0.32,,,3.47,1.66,2.33,13.46,5.06,1.85,0.43,0.94
460026,1000 NORTH MAIN STREET,UT,84701,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.87,,,,11.6,15.1,4.3,0.25,0.29,,,3.73,1.68,2.4,9.91,5.49,,0.58,0.97
46002F,500 FOOTHILL BLVD.,UT,84148,Acute Care - Veterans Administration,Veterans Health Administration,Yes,1.0,205.0,,8.2,7.4,13.2,,0.37,0.35,9.2,,4.03,3.03,2.92,13.28,5.47,2.13,0.19,
460013,1000 EAST 100 NORTH,UT,84651,Acute Care Hospitals,Proprietary,Yes,0.87,,,,12.3,12.9,4.0,0.24,0.32,,,3.33,1.65,2.71,8.4,5.11,1.84,0.44,1.04
460039,905 NORTH 1000 WEST,UT,84337,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,,,,,4.0,0.25,0.29,,,,,,,,,0.64,0.79
460030,150 WEST 100 NORTH,UT,84078,Acute Care Hospitals,Proprietary,Yes,0.88,,,,14.9,13.7,3.9,0.25,0.37,,,3.76,,2.42,,,,0.56,0.8
460051,3580 WEST 9000 SOUTH,UT,84088,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.79,193.23,,8.3,12.6,14.5,4.6,0.23,0.27,11.7,13.6,3.51,1.64,2.58,8.34,5.11,1.79,0.31,1.01
460047,1200 EAST 3900 SOUTH,UT,84124,Acute Care Hospitals,Proprietary,Yes,0.77,172.46,2.4,9.3,10.5,12.2,4.0,0.24,0.28,10.6,12.0,2.15,1.79,3.45,15.42,6.71,1.63,0.57,1.03
460044,9660 SOUTH 1300 EAST,UT,84094,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.87,,,,10.6,11.7,3.8,0.24,0.28,,,3.67,1.68,2.39,9.92,5.52,1.85,0.51,0.97
460052,750 WEST 800 NORTH,UT,84057,Acute Care Hospitals,Proprietary,Yes,0.84,,,,15.4,18.9,4.2,0.24,0.32,12.0,,3.8,2.01,2.24,7.9,5.19,1.83,0.44,1.09
460042,630 EAST MEDICAL DRIVE,UT,84010,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.82,,,,10.0,13.5,4.1,0.23,0.28,,13.4,3.65,1.66,2.24,8.48,5.17,1.81,0.37,0.95
460041,1600 WEST ANTELOPE DRIVE,UT,84041,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.82,,,,11.9,11.9,4.0,0.29,0.32,12.5,13.5,3.21,1.64,2.25,8.73,5.18,2.2,1.97,1.0
460043,331 NORTH 400 WEST,UT,84057,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
491303,312 HOSPITAL DRIVE,VA,24228,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
493300,9407 CUMBERLAND ROAD,VA,23124,Childrens,Proprietary,No,,,,,,,,,,,,,,,,,,,
491304,1 HEALTH CIRCLE,VA,24450,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,8.7,9.1,17.8,4.1,,,,15.2,,,,,,,,
491305,759 SOUTH MAIN STREET,VA,22664,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,9.0,14.2,18.0,3.8,,,,,,,,,,,,
491307,200 MEMORIAL DRIVE,VA,22835,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,8.1,16.4,3.8,,,,,,,,,,,,
491308,101 HARRIS ROAD,VA,22482,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,8.6,10.3,15.5,3.8,,,,11.4,,,,,,,,
491309,127 HEALTH CARE DRIVE,VA,24277,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,,3.8,,,,,,,,,,,,
493301,601 CHILDREN'S LANE,VA,23507,Childrens,Voluntary non-profit - Private,Yes,,,,,,,,,,,,,,,,,,,
494023,2960 SLEEPY HOLLOW ROAD,VA,22044,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
494017,382 TAYLOR DRIVE,VA,24541,Psychiatric,Government - State,Yes,,,,,,,,,,,,,,,,,,,
494021,1301 RICHMOND ROAD,VA,24402,Psychiatric,Government - State,Yes,,,,,,,,,,,,,,,,,,,
494022,350 POPLAR DRIVE  PO BOX 3060,VA,23805,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
494025,1100 FIRST COLONIAL ROAD,VA,23454,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
494029,340 BAGLEY CIRCLE,VA,24354,Psychiatric,Government - State,No,,,,,,,,,,,,,,,,,,,
494032,5483 MOORETOWN ROAD,VA,23188,Psychiatric,Proprietary,No,,,,,,,,,,,,,,,,,,,
494033,5525 CATAWBA HOSPITAL DRIVE,VA,24070,Psychiatric,Government - State,No,,,,,,,,,,,,,,,,,,,
491302,159 HARTLEY WAY,VA,24134,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,9.0,12.0,15.1,4.2,,,,,,,,,,,,
494010,3302 GALLOWS RD,VA,22042,Psychiatric,Government - State,No,,,,,,,,,,,,,,,,,,,
491300,106 PARK DRIVE- PO DRAWER Z,VA,24445,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,,,,16.7,4.6,,,,,,,,,,,,
490069,8260 ATLEE ROAD,VA,23116,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.77,192.9,1.9,10.5,12.1,16.3,3.4,0.25,0.28,10.9,13.7,2.95,2.99,1.92,12.63,5.05,1.63,0.1,0.99
490144,15225 HEALTHCOTE BOULEVARD,VA,20169,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.79,,,12.4,15.6,18.8,5.0,0.23,0.27,,13.5,3.65,1.64,2.65,8.27,5.1,1.81,0.39,1.03
490040,4320 SEMINARY RD,VA,22304,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.67,151.65,,6.4,7.9,11.3,3.4,0.22,0.25,10.2,11.4,4.09,1.5,2.44,8.21,6.3,2.12,0.25,0.95
490041,2 BERNARDINE DRIVE,VA,23602,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8,,,9.8,12.6,19.4,3.9,0.23,0.34,12.2,12.9,3.79,1.51,2.13,9.7,4.2,1.8,0.3,0.97
490042,2900 LAMB CIRCLE,VA,24073,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.76,180.4,,8.9,10.0,16.0,4.0,0.21,0.26,11.8,14.6,5.43,1.48,1.95,6.8,6.32,1.7,1.73,0.96
490145,24440 STONE SPRINGS BOULEVARD,VA,20166,Acute Care Hospitals,Proprietary,Yes,0.83,,,,11.9,17.7,4.2,0.24,0.28,,11.9,3.53,1.66,2.32,8.78,5.19,1.84,0.47,1.0
490044,2800 GODWIN BOULEVARD,VA,23434,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.69,168.55,,7.8,11.0,15.7,3.7,0.29,0.31,11.1,12.9,4.74,1.98,1.84,7.92,7.36,2.1,0.29,0.9
490045,8700 SUDLEY RD,VA,20110,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.8,178.61,,10.2,14.5,19.1,5.2,0.26,0.3,13.8,15.8,3.34,1.65,2.43,7.75,5.22,1.78,0.21,1.02
490046,830 KEMPSVILLE ROAD,VA,23502,Acute Care Hospitals,Voluntary non-profit - Other,No,1.1,165.13,,8.0,10.6,17.6,3.8,0.26,0.24,13.0,13.8,3.44,1.82,1.9,13.25,6.15,1.64,0.09,0.94
490048,1900 ELECTRIC ROAD,VA,24153,Acute Care Hospitals,Proprietary,Yes,0.7,171.9,3.3,9.0,11.8,17.8,4.4,0.16,0.23,9.8,12.2,2.86,1.36,2.27,9.48,4.48,1.62,0.34,1.02
490050,1701 NORTH GEORGE MASON DRIVE,VA,22205,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.88,144.55,2.2,8.6,11.3,13.5,3.5,0.16,0.29,11.2,13.0,5.53,1.58,1.97,10.04,6.5,1.6,0.39,0.95
490052,500 J CLYDE MORRIS BLVD,VA,23601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.83,197.03,4.3,10.0,13.7,19.7,4.0,0.15,0.31,14.0,13.1,3.98,1.48,2.48,9.12,3.83,2.23,0.47,1.01
490053,16000 JOHNSTON MEMORIAL DRIVE,VA,24211,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.78,168.29,,9.2,13.4,19.9,4.0,0.22,0.27,15.1,16.2,5.29,1.64,2.19,16.55,5.34,1.75,0.27,1.0
490057,1060 FIRST COLONIAL ROAD,VA,23454,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.89,176.75,2.3,8.2,10.1,15.2,3.5,0.24,0.27,11.8,15.0,3.71,2.2,2.21,11.5,6.58,1.89,0.1,0.95
490059,5801 BREMO RD,VA,23226,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.54,191.41,2.0,9.2,12.1,16.1,3.2,0.24,0.35,11.3,10.5,4.27,1.87,2.21,16.75,6.97,1.58,0.22,0.99
490060,6801 Governor GC Perry Highway,VA,24641,Acute Care Hospitals,Proprietary,Yes,0.86,,,8.8,11.4,16.4,5.1,0.24,0.28,12.5,13.2,3.56,,2.31,,,1.83,0.96,0.93
490063,3300 GALLOWS ROAD,VA,22042,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.06,137.38,1.7,8.2,10.5,15.8,3.1,0.19,0.28,11.1,10.8,3.94,1.89,3.61,10.79,5.88,2.3,0.22,0.99
490038,245 MEDICAL PARK DRIVE,VA,24354,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,,7.0,15.5,18.6,4.8,0.25,0.29,,,3.8,,2.42,,,,0.54,0.96
490066,100 SENTARA CIRCLE,VA,23185,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.74,200.44,,7.8,9.5,15.0,3.3,0.21,0.24,11.1,12.6,3.33,1.61,2.38,9.23,4.87,1.78,0.39,0.92
490037,20480 MARKET STREET,VA,23417,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.85,,,9.4,12.3,22.4,4.5,0.23,0.36,12.7,14.3,3.67,,2.38,,,1.8,0.42,0.93
490032,1250 EAST MARSHALL STREET,VA,23298,Acute Care Hospitals,Government - Hospital District or Authority,Yes,1.11,148.59,2.2,10.7,8.5,14.6,3.6,0.25,0.18,12.3,13.6,3.91,1.38,3.01,4.85,3.58,1.21,0.47,0.99
490002,58 CARROLL STREET,VA,24266,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,,8.7,12.1,14.8,4.1,0.25,0.29,,,,,,,,,0.53,0.94
490004,2010 HEALTH CAMPUS DRIVE,VA,22801,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.11,165.33,2.8,8.3,10.3,13.2,3.6,0.26,0.26,9.6,13.0,4.66,1.36,3.12,8.61,5.6,1.7,0.3,0.94
490005,1840 AMHERST ST,VA,22601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.58,178.3,1.5,9.4,11.7,18.2,3.7,0.17,0.27,11.6,16.0,3.73,1.44,2.51,8.78,7.06,4.0,0.35,0.95
490007,600 GRESHAM DR,VA,23507,Acute Care Hospitals,Voluntary non-profit - Other,Yes,1.89,185.4,1.7,7.6,10.0,14.2,3.6,0.34,0.27,12.5,14.9,5.42,2.55,3.52,12.3,7.33,2.64,0.42,0.97
490009,1215 LEE STREET,VA,22908,Acute Care Hospitals,Government - State,Yes,0.92,177.33,2.4,9.7,10.0,16.8,3.3,0.17,0.38,10.7,11.8,3.77,2.81,2.6,7.5,5.07,1.35,0.75,1.02
490013,2204 WILBORN AVENUE,VA,24592,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.85,,,9.3,13.5,17.8,4.2,0.29,0.27,,14.5,4.32,,2.33,,,1.81,0.69,0.92
490017,3636 HIGH STREET,VA,23707,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.74,194.68,2.3,10.0,14.5,17.3,3.6,0.21,0.25,11.8,13.0,3.71,1.92,2.22,9.77,5.05,1.76,0.17,0.97
490018,78 MEDICAL CENTER DRIVE,VA,22939,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.74,183.38,,9.8,17.8,17.3,4.1,0.26,0.23,13.7,16.5,2.87,1.47,3.66,6.44,4.73,2.11,1.39,0.93
490019,501 SUNSET LANE,VA,22701,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.83,,,10.7,12.5,16.5,4.7,0.23,0.27,13.1,13.0,3.86,1.68,2.72,11.99,5.34,1.82,0.35,0.99
49001F,9300 DeWitt Loop,VA,22060,Acute Care - Department of Defense,Department of Defense,Yes,,,,,,,,,,,,,,,,,,,
490020,411 WEST RANDOLPH ROAD,VA,23860,Acute Care Hospitals,Proprietary,Yes,1.04,,,8.7,10.0,14.0,4.1,0.29,0.27,12.1,14.2,3.73,1.67,2.66,14.01,5.28,1.78,0.28,0.97
490021,1901 TATE SPRINGS ROAD,VA,24501,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.74,212.15,2.9,7.8,9.6,17.8,3.7,0.15,0.23,11.1,11.9,3.85,2.18,2.32,15.05,9.63,1.83,1.51,1.0
490022,1001 SAM PERRY BOULEVARD,VA,22401,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.02,203.53,2.6,7.7,10.5,17.0,3.9,0.17,0.33,13.4,12.9,5.48,2.79,2.84,19.45,7.37,3.25,0.65,0.94
490023,500 HOSPITAL DRIVE,VA,20186,Acute Care Hospitals,Proprietary,Yes,0.82,,,9.6,13.8,17.7,4.9,0.23,0.32,12.4,11.4,3.42,1.65,2.3,8.37,5.22,1.82,1.29,0.99
490024,"1906 BELLEVIEW AVENUE, SE",VA,24014,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.96,231.35,2.1,8.4,11.5,19.1,4.0,0.15,0.28,12.2,17.7,3.01,1.72,2.09,9.57,5.41,2.27,1.11,1.01
490033,351 VALLEY HEALTH WAY,VA,22630,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.87,,,8.6,10.6,19.6,4.4,0.24,0.32,13.2,13.5,3.55,1.68,2.37,9.79,5.47,1.84,1.0,0.87
490067,200 MEDICAL PARK BOULEVARD,VA,23805,Acute Care Hospitals,Proprietary,Yes,0.9,172.86,,13.8,10.7,17.3,4.1,0.29,0.24,11.8,13.7,2.84,1.62,1.92,20.8,6.4,1.68,0.26,1.05
490043,44045 RIVERSIDE PARKWAY,VA,20176,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.25,133.45,,7.5,8.8,12.1,3.3,0.26,0.22,10.6,11.0,3.54,1.55,2.12,8.29,5.18,2.08,0.3,0.98
490136,13710 ST FRANCIS BOULEVARD,VA,23114,Acute Care Hospitals,Voluntary non-profit - Church,Yes,0.71,149.98,,7.2,12.7,17.7,3.7,0.2,0.31,13.4,12.3,6.71,1.55,2.52,6.01,5.99,2.43,0.19,0.97
490114,1990 HOLTON AVENUE EAST,VA,24219,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.86,,,8.7,13.9,16.1,4.2,0.24,0.28,,13.4,4.17,,2.34,,,1.81,0.42,1.03
490115,200 HOSPITAL DRIVE,VA,24333,Acute Care Hospitals,Proprietary,Yes,0.84,,,10.4,12.9,18.9,4.6,0.3,0.28,,13.6,3.54,,2.38,,,1.82,0.43,0.9
490116,2400 LEE HIGHWAY,VA,24301,Acute Care Hospitals,Proprietary,Yes,0.88,,,9.4,11.3,16.9,4.3,0.24,0.28,,13.3,3.81,,2.42,,,,0.47,1.07
490117,388 BEN BOLT AVENUE,VA,24651,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,,,,,19.0,4.2,0.25,0.29,,,,,,,,,0.6,0.95
490118,1602 SKIPWITH ROAD,VA,23229,Acute Care Hospitals,Voluntary non-profit - Other,Yes,0.48,141.47,2.4,10.6,12.3,20.4,4.5,0.2,0.21,10.2,14.7,1.78,1.08,1.2,9.71,4.99,1.49,0.1,1.01
490119,2025 GLENN MITCHELL DRIVE,VA,23456,Acute Care Hospitals,Voluntary non-profit - Other,No,0.85,182.68,,8.0,9.9,15.2,3.8,0.19,0.22,11.0,10.6,3.07,1.58,1.72,9.83,6.97,1.98,0.38,0.91
49011F,1970 ROANOKE BOULEVARD,VA,24153,Acute Care - Veterans Administration,Veterans Health Administration,Yes,0.76,,,7.2,7.4,13.1,,0.33,0.37,11.1,,3.33,1.84,3.16,6.24,5.07,1.73,1.06,
490120,"736 BATTLEFIELD BLVD, NORTH",VA,23320,Acute Care Hospitals,Government - Hospital District or Authority,Yes,1.42,200.35,,8.2,9.2,13.0,3.6,0.26,0.27,12.0,11.9,4.4,1.46,2.1,16.44,4.83,2.35,0.63,0.93
490126,ONE ARH LANE - PO BOX 7,VA,24457,Acute Care Hospitals,Proprietary,Yes,0.84,,,10.1,12.8,12.3,4.1,0.24,0.28,,14.2,3.69,,2.39,,,1.82,0.42,0.94
490127,1535 SLATE CREEK ROAD,VA,24614,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,,8.5,,14.7,4.0,0.25,0.29,,,,,,,,,0.58,0.94
490130,7519 HOSPITAL ROAD,VA,23061,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.82,,,8.6,12.1,14.8,4.3,0.23,0.27,12.6,13.4,4.32,1.67,2.28,11.66,5.29,1.8,0.32,0.9
49006F,100 EMANCIPATION DRIVE,VA,23667,Acute Care - Veterans Administration,Veterans Health Administration,Yes,0.83,,,6.3,9.5,12.7,,0.24,0.27,,,3.29,1.63,2.66,7.99,4.95,1.79,0.32,
490140,101 HOSPITAL CENTER BOULEVARD,VA,22554,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.05,,,8.7,9.5,14.5,3.7,0.29,0.31,11.3,13.6,3.9,1.66,2.21,7.65,7.03,2.62,0.35,0.86
490141,4600 SPOTSYLVANIA PARKWAY,VA,22408,Acute Care Hospitals,Proprietary,Yes,1.05,,,10.7,10.9,15.6,4.5,0.33,0.3,11.8,12.1,3.18,1.65,2.19,8.59,5.16,1.81,0.6,0.96
490143,1500 COMMONWEALTH AVENUE,VA,23185,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.84,,,8.1,12.5,14.0,4.0,0.24,0.27,11.5,11.3,4.15,1.66,2.38,11.82,5.35,1.84,0.43,0.91
490113,2300 OPITZ BOULEVARD,VA,22191,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.19,172.93,,8.7,10.6,16.9,4.0,0.25,0.28,13.1,12.0,3.66,1.64,2.05,13.11,6.02,2.1,0.37,0.98
490112,7101 JAHNKE ROAD,VA,23225,Acute Care Hospitals,Proprietary,Yes,0.44,122.93,1.5,8.8,10.7,16.9,3.7,0.16,0.29,11.5,15.0,2.71,1.29,1.61,20.72,5.94,1.66,0.06,0.98
490122,2501 PARKERS LANE,VA,22306,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1.03,183.15,,8.9,9.1,13.2,3.4,0.22,0.28,12.4,9.5,3.27,2.04,2.06,12.19,5.88,1.77,0.45,0.97
490110,3700 SOUTH MAIN STREET,VA,24060,Acute Care Hospitals,Proprietary,Yes,0.75,167.17,,12.0,13.2,15.6,4.3,0.22,0.3,11.1,13.2,2.71,1.6,2.04,10.33,5.44,1.72,0.22,0.94
490111,600 WEST RIDGE ROAD,VA,24382,Acute Care Hospitals,Proprietary,Yes,0.86,,,12.0,12.1,17.9,4.5,0.37,0.28,,13.4,4.25,1.67,2.4,12.66,,1.83,0.48,0.93
490075,142 SOUTH MAIN STREET,VA,24541,Acute Care Hospitals,Proprietary,Yes,0.69,219.54,,7.7,14.0,17.0,4.2,0.24,0.28,13.2,15.7,2.88,1.6,2.32,14.38,5.59,2.0,0.27,1.03
490077,500 MARTHA JEFFERSON DRIVE,VA,22911,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.88,152.92,,10.1,10.6,16.3,3.9,0.19,0.37,10.9,11.9,5.68,1.53,2.91,6.7,7.08,1.67,0.16,0.93
490084,618 HOSPITAL ROAD,VA,22560,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.87,,,8.4,10.7,13.3,4.2,0.24,0.28,,11.6,4.22,1.69,2.39,12.88,,1.85,0.47,0.98
490088,1613 OAKWOOD STREET,VA,24523,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.86,,,8.5,11.3,12.2,4.4,0.24,0.28,,12.2,3.77,,2.4,,,1.85,0.46,0.92
49008F,620 John Paul Jones Cir,VA,23708,Acute Care - Department of Defense,Department of Defense,Yes,,,,,,,,,,,,,,,,,,,
490090,800 OAK STREET,VA,23901,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.83,,,7.8,11.2,14.7,4.1,0.29,0.31,,15.3,4.48,1.68,2.34,9.71,6.32,1.83,1.16,1.0
490092,100 FAIRVIEW DRIVE - PO BOX 817,VA,23851,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.88,,,,12.2,22.0,4.5,0.24,0.28,,14.7,3.73,1.67,2.42,9.61,5.49,,0.48,0.87
490089,180 FLOYD AVENUE,VA,24151,Acute Care Hospitals,Voluntary non-profit - Private,Yes,0.87,,,8.0,12.9,14.5,4.3,0.25,0.28,,12.5,3.82,,2.41,,,1.85,0.49,0.84
490094,1500 N. 28TH STREET,VA,23223,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,,,,,,0.25,0.29,,,,,,,,,0.59,1.02
